,domain,phylum,class,order,family,genus,species
ASV_1591,NA,NA,NA,NA,NA,NA,NA
ASV_1592,NA,NA,NA,NA,NA,NA,NA
ASV_1593,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
ASV_1594,NA,NA,NA,NA,NA,NA,NA
ASV_1595,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA
ASV_1596,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
ASV_1597,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1598,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
ASV_1599,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_1600,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1601,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter,NA
ASV_1602,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
ASV_1603,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_1604,NA,NA,NA,NA,NA,NA,NA
ASV_1605,NA,NA,NA,NA,NA,NA,NA
ASV_1606,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV_1607,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna,NA
ASV_1608,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,NA
ASV_1609,NA,NA,NA,NA,NA,NA,NA
ASV_1610,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_1611,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_1612,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,NA
ASV_1613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,NA
ASV_1614,NA,NA,NA,NA,NA,NA,NA
ASV_1615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1616,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA
ASV_1617,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea,NA
ASV_1618,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1619,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum,NA
ASV_1620,NA,NA,NA,NA,NA,NA,NA
ASV_1621,NA,NA,NA,NA,NA,NA,NA
ASV_1622,NA,NA,NA,NA,NA,NA,NA
ASV_1623,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_1624,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1625,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
ASV_1626,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_1627,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
ASV_1628,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1629,NA,NA,NA,NA,NA,NA,NA
ASV_1630,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1631,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
ASV_1632,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_1633,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1634,NA,NA,NA,NA,NA,NA,NA
ASV_1635,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1636,NA,NA,NA,NA,NA,NA,NA
ASV_1637,NA,NA,NA,NA,NA,NA,NA
ASV_1638,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1639,NA,NA,NA,NA,NA,NA,NA
ASV_1640,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_1641,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,NA
ASV_1642,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_1643,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_1644,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,NA
ASV_1645,NA,NA,NA,NA,NA,NA,NA
ASV_1646,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1647,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1648,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
ASV_1649,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_1650,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1651,NA,NA,NA,NA,NA,NA,NA
ASV_1652,NA,NA,NA,NA,NA,NA,NA
ASV_1653,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1654,NA,NA,NA,NA,NA,NA,NA
ASV_1655,NA,NA,NA,NA,NA,NA,NA
ASV_1656,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV_1657,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_1658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1659,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_1660,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV_1661,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1662,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_1663,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_1664,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1665,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,NA
ASV_1666,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,NA
ASV_1667,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,NA
ASV_1668,NA,NA,NA,NA,NA,NA,NA
ASV_1669,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1670,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1671,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
ASV_1672,NA,NA,NA,NA,NA,NA,NA
ASV_1673,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Luteibaculum,NA
ASV_1674,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_1675,NA,NA,NA,NA,NA,NA,NA
ASV_1676,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1677,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1679,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Pontibacterium,NA
ASV_1680,NA,NA,NA,NA,NA,NA,NA
ASV_1681,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
ASV_1682,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
ASV_1683,NA,NA,NA,NA,NA,NA,NA
ASV_1684,NA,NA,NA,NA,NA,NA,NA
ASV_1685,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
ASV_1686,NA,NA,NA,NA,NA,NA,NA
ASV_1687,NA,NA,NA,NA,NA,NA,NA
ASV_1688,NA,NA,NA,NA,NA,NA,NA
ASV_1689,NA,NA,NA,NA,NA,NA,NA
ASV_1690,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_1691,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1692,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
ASV_1693,NA,NA,NA,NA,NA,NA,NA
ASV_1694,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptunomonas,NA
ASV_1695,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_1696,NA,NA,NA,NA,NA,NA,NA
ASV_1697,NA,NA,NA,NA,NA,NA,NA
ASV_1698,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
ASV_1699,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_1700,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA
ASV_1701,NA,NA,NA,NA,NA,NA,NA
ASV_1702,NA,NA,NA,NA,NA,NA,NA
ASV_1703,NA,NA,NA,NA,NA,NA,NA
ASV_1704,NA,NA,NA,NA,NA,NA,NA
ASV_1705,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
ASV_1706,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,NA
ASV_1707,NA,NA,NA,NA,NA,NA,NA
ASV_1708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,NA
ASV_1710,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1711,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,NA
ASV_1712,NA,NA,NA,NA,NA,NA,NA
ASV_1713,NA,NA,NA,NA,NA,NA,NA
ASV_1714,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_1715,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_1716,NA,NA,NA,NA,NA,NA,NA
ASV_1717,NA,NA,NA,NA,NA,NA,NA
ASV_1718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1720,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_1721,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1722,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
ASV_1723,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,NA
ASV_1724,NA,NA,NA,NA,NA,NA,NA
ASV_1725,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,NA
ASV_1726,NA,NA,NA,NA,NA,NA,NA
ASV_1727,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_1728,NA,NA,NA,NA,NA,NA,NA
ASV_1729,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1730,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_1731,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1732,NA,NA,NA,NA,NA,NA,NA
ASV_1733,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,NA
ASV_1734,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_1735,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_1736,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA
ASV_1737,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_1738,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1739,NA,NA,NA,NA,NA,NA,NA
ASV_1740,NA,NA,NA,NA,NA,NA,NA
ASV_1741,NA,NA,NA,NA,NA,NA,NA
ASV_1742,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1743,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_1744,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1745,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_1746,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,NA,NA,NA
ASV_1747,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1748,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1749,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1750,NA,NA,NA,NA,NA,NA,NA
ASV_1751,NA,NA,NA,NA,NA,NA,NA
ASV_1752,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1753,NA,NA,NA,NA,NA,NA,NA
ASV_1754,NA,NA,NA,NA,NA,NA,NA
ASV_1755,NA,NA,NA,NA,NA,NA,NA
ASV_1756,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1757,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,NA
ASV_1758,NA,NA,NA,NA,NA,NA,NA
ASV_1759,NA,NA,NA,NA,NA,NA,NA
ASV_1760,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1761,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1762,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
ASV_1763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1764,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_1765,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1766,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_1767,NA,NA,NA,NA,NA,NA,NA
ASV_1768,NA,NA,NA,NA,NA,NA,NA
ASV_1769,NA,NA,NA,NA,NA,NA,NA
ASV_1770,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
ASV_1771,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_1772,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV_1773,NA,NA,NA,NA,NA,NA,NA
ASV_1774,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_1775,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,NA
ASV_1776,NA,NA,NA,NA,NA,NA,NA
ASV_1777,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1778,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA
ASV_1779,NA,NA,NA,NA,NA,NA,NA
ASV_1780,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA
ASV_1781,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
ASV_1782,NA,NA,NA,NA,NA,NA,NA
ASV_1783,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1784,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1785,NA,NA,NA,NA,NA,NA,NA
ASV_1786,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_1787,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV_1788,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_1789,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_1790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1791,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_1792,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_1793,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_1794,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
ASV_1795,NA,NA,NA,NA,NA,NA,NA
ASV_1796,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1797,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1798,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_1799,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1800,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1801,NA,NA,NA,NA,NA,NA,NA
ASV_1802,NA,NA,NA,NA,NA,NA,NA
ASV_1803,NA,NA,NA,NA,NA,NA,NA
ASV_1804,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1805,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,NA
ASV_1806,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,NA
ASV_1807,NA,NA,NA,NA,NA,NA,NA
ASV_1808,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
ASV_1809,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1810,NA,NA,NA,NA,NA,NA,NA
ASV_1811,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ascidiimonas,NA
ASV_1812,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV_1813,NA,NA,NA,NA,NA,NA,NA
ASV_1814,NA,NA,NA,NA,NA,NA,NA
ASV_1815,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
ASV_1816,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_1817,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1818,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_1819,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia,NA
ASV_1820,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1821,NA,NA,NA,NA,NA,NA,NA
ASV_1822,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_1823,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_1824,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,NA
ASV_1825,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_1826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1827,NA,NA,NA,NA,NA,NA,NA
ASV_1828,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_1829,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_1830,NA,NA,NA,NA,NA,NA,NA
ASV_1831,NA,NA,NA,NA,NA,NA,NA
ASV_1832,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1833,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1834,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Marinicella,NA
ASV_1835,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_1836,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_1837,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
ASV_1838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_1839,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1840,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_1841,NA,NA,NA,NA,NA,NA,NA
ASV_1842,NA,NA,NA,NA,NA,NA,NA
ASV_1843,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_1844,NA,NA,NA,NA,NA,NA,NA
ASV_1845,NA,NA,NA,NA,NA,NA,NA
ASV_1846,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1847,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_1848,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_1849,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_1850,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_1851,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV_1852,NA,NA,NA,NA,NA,NA,NA
ASV_1853,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1854,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_1855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA
ASV_1856,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,NA
ASV_1857,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV_1858,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1859,NA,NA,NA,NA,NA,NA,NA
ASV_1860,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,NA,NA,NA
ASV_1861,NA,NA,NA,NA,NA,NA,NA
ASV_1862,NA,NA,NA,NA,NA,NA,NA
ASV_1863,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1864,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_1865,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_1866,NA,NA,NA,NA,NA,NA,NA
ASV_1867,NA,NA,NA,NA,NA,NA,NA
ASV_1868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1869,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_1870,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1871,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_1872,Bacteria,NA,NA,NA,NA,NA,NA
ASV_1873,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_1874,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,NA
ASV_1875,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
ASV_1876,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_1877,NA,NA,NA,NA,NA,NA,NA
ASV_1878,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
ASV_1879,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_1880,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_1881,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_1882,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_1883,NA,NA,NA,NA,NA,NA,NA
ASV_1884,NA,NA,NA,NA,NA,NA,NA
ASV_1885,NA,NA,NA,NA,NA,NA,NA
ASV_1886,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_1887,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
ASV_1888,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV_1889,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_1890,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_1891,NA,NA,NA,NA,NA,NA,NA
